symbol,ok,priceBRL,status,message
TAXA334,0,,0,"fetch failed"
TAXA335,0,,0,"fetch failed"
TAXA336,0,,0,"fetch failed"
TAXA337,0,,0,"fetch failed"
TAXA338,0,,0,"fetch failed"
TAXA339,0,,0,"fetch failed"
TAXA33L,0,,0,"fetch failed"
TAXA34,0,,0,"fetch failed"
TAXA340,0,,0,"fetch failed"
TAXA341,0,,0,"fetch failed"
TAXA342,0,,0,"fetch failed"
TAXA343,0,,0,"fetch failed"
TAXA344,0,,0,"fetch failed"
TAXA345,0,,0,"fetch failed"
TAXA346,0,,0,"fetch failed"
TAXA347,0,,0,"fetch failed"
TAXA348,0,,0,"fetch failed"
TAXA349,0,,0,"fetch failed"
TAXA34L,0,,0,"fetch failed"
TAXA35,0,,0,"fetch failed"
TAXA350,0,,0,"fetch failed"
TAXA351,0,,0,"fetch failed"
TAXA352,0,,0,"fetch failed"
TAXA353,0,,0,"fetch failed"
TAXA354,0,,0,"fetch failed"
TAXA355,0,,0,"fetch failed"
TAXA356,0,,0,"fetch failed"
TAXA357,0,,0,"fetch failed"
TAXA358,0,,0,"fetch failed"
TAXA359,0,,0,"fetch failed"
TAXA35L,0,,0,"fetch failed"
TAXA36,0,,0,"fetch failed"
TAXA360,0,,0,"fetch failed"
TAXA361,0,,0,"fetch failed"
TAXA362,0,,0,"fetch failed"
TAXA363,0,,0,"fetch failed"
TAXA364,0,,0,"fetch failed"
TAXA365,0,,0,"fetch failed"
TAXA36L,0,,0,"fetch failed"
TAXA37,0,,0,"fetch failed"
TAXA37L,0,,0,"fetch failed"
TAXA38,0,,0,"fetch failed"
TAXA38L,0,,0,"fetch failed"
TAXA39,0,,0,"fetch failed"
TAXA39L,0,,0,"fetch failed"
TAXA40,0,,0,"fetch failed"
TAXA40L,0,,0,"fetch failed"
TAXA41,0,,0,"fetch failed"
TAXA41L,0,,0,"fetch failed"
TAXA42,0,,0,"fetch failed"
TAXA42L,0,,0,"fetch failed"
TAXA43,0,,0,"fetch failed"
TAXA43L,0,,0,"fetch failed"
TAXA44,0,,0,"fetch failed"
TAXA44L,0,,0,"fetch failed"
TAXA45,0,,0,"fetch failed"
TAXA45L,0,,0,"fetch failed"
TAXA46,0,,0,"fetch failed"
TAXA46L,0,,0,"fetch failed"
TAXA47,0,,0,"fetch failed"
TAXA47L,0,,0,"fetch failed"
TAXA48,0,,0,"fetch failed"
TAXA48L,0,,0,"fetch failed"
TAXA49,0,,0,"fetch failed"
TAXA49L,0,,0,"fetch failed"
TAXA50,0,,0,"fetch failed"
TAXA50L,0,,0,"fetch failed"
TAXA51,0,,0,"fetch failed"
TAXA51L,0,,0,"fetch failed"
TAXA52,0,,0,"fetch failed"
TAXA52L,0,,0,"fetch failed"
TAXA53,0,,0,"fetch failed"
TAXA53L,0,,0,"fetch failed"
TAXA54,0,,0,"fetch failed"
TAXA54L,0,,0,"fetch failed"
TAXA55,0,,0,"fetch failed"
TAXA55L,0,,0,"fetch failed"
TAXA56,0,,0,"fetch failed"
TAXA56L,0,,0,"fetch failed"
TAXA57,0,,0,"fetch failed"
TAXA57L,0,,0,"fetch failed"
TAXA58,0,,0,"fetch failed"
TAXA58L,0,,0,"fetch failed"
TAXA59,0,,0,"fetch failed"
TAXA59L,0,,0,"fetch failed"
TAXA60,0,,0,"fetch failed"
TAXA60L,0,,0,"fetch failed"
TAXA61,0,,0,"fetch failed"
TAXA61L,0,,0,"fetch failed"
TAXA62,0,,0,"fetch failed"
TAXA62L,0,,0,"fetch failed"
TAXA63,0,,0,"fetch failed"
TAXA63L,0,,0,"fetch failed"
TAXA64,0,,0,"fetch failed"
TAXA64L,0,,0,"fetch failed"
TAXA65,0,,0,"fetch failed"
TAXA65L,0,,0,"fetch failed"
TAXA66,0,,0,"fetch failed"
TAXA66L,0,,0,"fetch failed"
TAXA67,0,,0,"fetch failed"
TAXA67L,0,,0,"fetch failed"
TAXA68,0,,0,"fetch failed"
TAXA68L,0,,0,"fetch failed"
TAXA69,0,,0,"fetch failed"
TAXA69L,0,,0,"fetch failed"
TAXA70,0,,0,"fetch failed"
TAXA70L,0,,0,"fetch failed"
TAXA71,0,,0,"fetch failed"
TAXA71L,0,,0,"fetch failed"
TAXA72,0,,0,"fetch failed"
TAXA72L,0,,0,"fetch failed"
TAXA73,0,,0,"fetch failed"
TAXA73L,0,,0,"fetch failed"
TAXA74,0,,0,"fetch failed"
TAXA74L,0,,0,"fetch failed"
TAXA75,0,,0,"fetch failed"
TAXA75L,0,,0,"fetch failed"
TAXA76,0,,0,"fetch failed"
TAXA76L,0,,0,"fetch failed"
TAXA77,0,,0,"fetch failed"
TAXA77L,0,,0,"fetch failed"
TAXA78,0,,0,"fetch failed"
TAXA78L,0,,0,"fetch failed"
TAXA79,0,,0,"fetch failed"
TAXA79L,0,,0,"fetch failed"
TAXA80,0,,0,"fetch failed"
TAXA80L,0,,0,"fetch failed"
TAXA81,0,,0,"fetch failed"
TAXA81L,0,,0,"fetch failed"
TAXA82,0,,0,"fetch failed"
TAXA82L,0,,0,"fetch failed"
TAXA83,0,,0,"fetch failed"
TAXA83L,0,,0,"fetch failed"
TAXA84,0,,0,"fetch failed"
TAXA84L,0,,0,"fetch failed"
TAXA85,0,,0,"fetch failed"
TAXA85L,0,,0,"fetch failed"
TAXA86,0,,0,"fetch failed"
TAXA86L,0,,0,"fetch failed"
TAXA87,0,,0,"fetch failed"
TAXA87L,0,,0,"fetch failed"
TAXA88,0,,0,"fetch failed"
TAXA88L,0,,0,"fetch failed"
TAXA89,0,,0,"fetch failed"
TAXA89L,0,,0,"fetch failed"
TAXA90,0,,0,"fetch failed"
TAXA90L,0,,0,"fetch failed"
TAXA91,0,,0,"fetch failed"
TAXA91L,0,,0,"fetch failed"
TAXA92,0,,0,"fetch failed"
TAXA92L,0,,0,"fetch failed"
TAXA93,0,,0,"fetch failed"
TAXA93L,0,,0,"fetch failed"
TAXA94,0,,0,"fetch failed"
TAXA94L,0,,0,"fetch failed"
TAXA95,0,,0,"fetch failed"
TAXA95L,0,,0,"fetch failed"
TAXA96,0,,0,"fetch failed"
TAXA96L,0,,0,"fetch failed"
TAXA97,0,,0,"fetch failed"
TAXA97L,0,,0,"fetch failed"
TAXA98,0,,0,"fetch failed"
TAXA98L,0,,0,"fetch failed"
TAXA99,0,,0,"fetch failed"
TAXA99L,0,,0,"fetch failed"
ACWI11,0,,0,"fetch failed"
BDIV11,0,,0,"fetch failed"
BLUE11,0,,0,"fetch failed"
BOVA11,0,,0,"fetch failed"
BOVB11,0,,0,"fetch failed"
BOVV11,0,,0,"fetch failed"
BOVX11,0,,0,"fetch failed"
CHIP11,0,,0,"fetch failed"
DIVD11,0,,0,"fetch failed"
DIVO11,0,,0,"fetch failed"
HIGH11,0,,0,"fetch failed"
IDIV11,0,,0,"fetch failed"
IFNC11,0,,0,"fetch failed"
IMAT11,0,,0,"fetch failed"
INLG11,0,,0,"fetch failed"
INRD11,0,,0,"fetch failed"
ISEE11,0,,0,"fetch failed"
ISUS11,0,,0,"fetch failed"
IVBX11,0,,0,"fetch failed"
IVCI11,0,,0,"fetch failed"
IVVB11,0,,0,"fetch failed"
LVOL11,0,,0,"fetch failed"
MATB11,0,,0,"fetch failed"
MLCX11,0,,0,"fetch failed"
NASD11,0,,0,"fetch failed"
NDIV11,0,,0,"fetch failed"
NSDV11,0,,0,"fetch failed"
NTNS11,0,,0,"fetch failed"
QQQI11,0,,0,"fetch failed"
QSOL11,0,,0,"fetch failed"
RENV11,0,,0,"fetch failed"
SMAB11,0,,0,"fetch failed"
SMAL11,0,,0,"fetch failed"
SMLL11,0,,0,"fetch failed"
SNID11,0,,0,"fetch failed"
SPXB11,0,,0,"fetch failed"
SPXS11,0,,0,"fetch failed"
SPYI11,0,,0,"fetch failed"
TECK11,0,,0,"fetch failed"
USAL11,0,,0,"fetch failed"
USTK11,0,,0,"fetch failed"
UTIL11,0,,0,"fetch failed"
WRLD11,0,,0,"fetch failed"
XINA11,0,,0,"fetch failed"
ICFH26,0,,0,"fetch failed"
ICFU26,0,,0,"fetch failed"
ICFZ26,0,,0,"fetch failed"
INDG27,0,,0,"fetch failed"
INDJ26,0,,0,"fetch failed"
INDM26,0,,0,"fetch failed"
INDQ26,0,,0,"fetch failed"
INDV26,0,,0,"fetch failed"
INDZ26,0,,0,"fetch failed"
ISPH26,0,,0,"fetch failed"
SMLJ26,0,,0,"fetch failed"
SMLM26,0,,0,"fetch failed"
SMLQ26,0,,0,"fetch failed"
SMLV26,0,,0,"fetch failed"
SMLZ26,0,,0,"fetch failed"
VIXH26,0,,0,"fetch failed"
WINJ26,0,,0,"fetch failed"
WINM26,0,,0,"fetch failed"
WINQ26,0,,0,"fetch failed"
WINV26,0,,0,"fetch failed"
WINZ26,0,,0,"fetch failed"
BDRX,0,,0,"fetch failed"
CAC40,0,,0,"fetch failed"
CSI300,0,,0,"fetch failed"
DAX,0,,0,"fetch failed"
DJI,0,,0,"fetch failed"
FTSE,0,,0,"fetch failed"
HSI,0,,0,"fetch failed"
IBOV,0,,0,"fetch failed"
ICON,0,,0,"fetch failed"
IDIV,0,,0,"fetch failed"
IEEX,0,,0,"fetch failed"
IFIX,0,,0,"fetch failed"
IFNC,0,,0,"fetch failed"
IGCX,0,,0,"fetch failed"
IGNM,0,,0,"fetch failed"
IMAT,0,,0,"fetch failed"
IMOB,0,,0,"fetch failed"
INDX,0,,0,"fetch failed"
ISE,0,,0,"fetch failed"
ITAG,0,,0,"fetch failed"
MLCX,0,,0,"fetch failed"
NDX,0,,0,"fetch failed"
NIKKEI,0,,0,"fetch failed"
RUT,0,,0,"fetch failed"
SMLL,0,,0,"fetch failed"
SPX,0,,0,"fetch failed"
UTIL,0,,0,"fetch failed"
VIX,0,,0,"fetch failed"
